prompt,response
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  vomiting,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos).","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  chills,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms:  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
